Name,Age,Department,Salary,Years_Experience,Promotion_Eligibility
Rickey Hall,33.0,Engineering,94100.0,10.0,Yes
Steven Martin,34.0,Marketing,63000.0,10.0,Yes
Yvette Marks,35.0,Operations,47900.0,5.0,Yes
Andrew Holder,39.0,Engineering,83700.0,8.0,Yes
Tiffany Harris,21.0,Engineering,76400.0,0.0,No
Eric Clark,43.0,Marketing,71900.0,15.0,Yes
Michelle Walls,37.0,Marketing,74200.0,9.0,Yes
Ashley Sanders,50.0,IT,123700.0,24.0,Yes
Joshua Dunlap,41.0,Engineering,93300.0,12.0,Yes
Gerald Moran,35.0,Finance,74400.0,9.0,Yes
Heather Hess,30.0,Customer Support,57300.0,6.0,No
Angie Henderson,41.0,Engineering,100300.0,14.0,Yes
Diana Rogers,36.0,Engineering,78000.0,,No
Julie Martinez,39.0,Engineering,102600.0,13.0,Yes
Casey Campbell,47.0,Finance,88800.0,18.0,Yes
Sherry Porter,22.0,Engineering,52800.0,1.0,Yes
Carol Johnson,32.0,IT,77400.0,6.0,No
Traci Vincent,48.0,Finance,86100.0,11.0,Yes
Nicole Barton,30.0,Operations,55500.0,4.0,Yes
Erika Alvarez,49.0,,92200.0,20.0,Yes
Rachel Patel,41.0,Customer Support,62500.0,15.0,Yes
Carlos Hensley,26.0,Engineering,82200.0,4.0,No
Megan Carter,25.0,Finance,59900.0,2.0,No
Holly Vega,49.0,Marketing,62400.0,9.0,Yes
Ashley Alvarez DVM,33.0,Sales,67200.0,9.0,Yes
Mr. Jerry Robinson,30.0,Marketing,71900.0,7.0,No
Richard Schmidt,27.0,Marketing,62900.0,5.0,No
Teresa Martinez,21.0,Operations,43300.0,0.0,No
Ann Hansen,41.0,Operations,70300.0,11.0,Yes
Jennifer Gonzalez,42.0,Customer Support,57500.0,12.0,Yes
Jesse Mccormick,26.0,Engineering,73500.0,2.0,No
Debbie Schmidt,37.0,Engineering,86000.0,6.0,No
Dr. Paul Morgan,33.0,Operations,57300.0,5.0,Yes
Scott Stephens,31.0,Engineering,84300.0,7.0,Yes
Frank Whitaker,42.0,IT,98000.0,10.0,Yes
Jorge Lee,38.0,Marketing,79400.0,12.0,Yes
Michael Clay,29.0,HR,51400.0,3.0,Yes
Raymond Harris,46.0,Operations,85900.0,21.0,Yes
Jennifer Reilly,26.0,Marketing,50200.0,2.0,No
Robert Miller,45.0,Finance,75600.0,9.0,Yes
Michele Cherry,55.0,Engineering,102300.0,16.0,Yes
Daniel Sullivan,56.0,Operations,71200.0,,Yes
Clifford Poole,21.0,IT,76800.0,0.0,No
Jamie Martin,38.0,Finance,74400.0,13.0,Yes
Mr. Paul Chase,28.0,Engineering,84800.0,5.0,Yes
Rodney Salinas,32.0,Finance,74500.0,4.0,No
Richard Munoz,32.0,Marketing,62800.0,6.0,No
Anthony Christensen,49.0,Sales,88600.0,21.0,Yes
Amanda Swanson,41.0,Sales,62200.0,13.0,Yes
Lauren Marshall,30.0,Engineering,83600.0,7.0,No
Lisa Johnson,30.0,Engineering,81300.0,6.0,No
Elizabeth Chase,39.0,IT,81400.0,8.0,Yes
Christina White,36.0,Sales,63800.0,8.0,Yes
Robert Woods,36.0,IT,80600.0,12.0,Yes
Jennifer Cline MD,36.0,Engineering,80600.0,6.0,Yes
Susan Johnson,47.0,Operations,62300.0,18.0,Yes
Alejandra Fernandez,,Marketing,67200.0,4.0,Yes
Andre Haynes,30.0,,75500.0,7.0,Yes
Christine Montgomery,35.0,Operations,56600.0,5.0,No
Joshua King,33.0,Customer Support,47900.0,6.0,Yes
Laura Roberts,43.0,IT,93500.0,18.0,Yes
Antonio Johnson,47.0,IT,84100.0,19.0,Yes
William Fisher,31.0,Engineering,86500.0,4.0,No
Sean Anderson,44.0,Sales,74100.0,9.0,Yes
Jennifer Goodwin,58.0,Engineering,125200.0,30.0,Yes
Renee Thompson,31.0,HR,53600.0,8.0,Yes
Traci Martinez,41.0,Sales,72800.0,7.0,Yes
Tracy Hernandez,38.0,HR,56500.0,9.0,Yes
Vincent Zuniga,30.0,IT,77300.0,4.0,No
Marie Thompson,29.0,Engineering,73700.0,4.0,No
Danny Butler,31.0,Engineering,80600.0,5.0,No
Julie Wallace,43.0,Operations,61200.0,7.0,
Melissa Santos,32.0,Sales,58400.0,7.0,No
Michele Ayala,29.0,IT,79000.0,5.0,Yes
Dean Donovan,30.0,Customer Support,39900.0,5.0,No
Amy Olsen,43.0,Engineering,77000.0,8.0,No
Jon Ramos,40.0,HR,63000.0,11.0,Yes
Corey Caldwell,23.0,Operations,50100.0,1.0,No
Kenneth Schmidt,28.0,IT,70700.0,6.0,
Brian Harris,21.0,Finance,48000.0,0.0,No
Dale Chan,34.0,Customer Support,46200.0,7.0,Yes
Daryl Olson,37.0,Marketing,55700.0,7.0,Yes
Brett Maxwell,37.0,Marketing,63700.0,6.0,Yes
Dylan Long,43.0,Sales,64300.0,13.0,Yes
Maria Smith,34.0,Engineering,90500.0,6.0,
Dr. Hannah Patterson,41.0,IT,78000.0,9.0,Yes
Vanessa Cunningham,46.0,HR,67400.0,17.0,Yes
Megan Green,36.0,Engineering,102300.0,12.0,Yes
Michael Saunders,32.0,Customer Support,37600.0,4.0,No
Julia Marks,21.0,IT,72100.0,0.0,No
Angela Ramos,41.0,Customer Support,66800.0,12.0,
Francisco Johnson,52.0,Customer Support,75900.0,24.0,Yes
Stephen Young,45.0,Sales,64300.0,11.0,Yes
Erika Daugherty,41.0,IT,73300.0,10.0,Yes
Jose Hartman,30.0,Finance,69800.0,5.0,
Sherry Adams,34.0,Finance,73700.0,5.0,No
Eric Rush,21.0,Finance,58500.0,0.0,No
Edward Keller,33.0,IT,69700.0,4.0,No
Jenna Gamble,29.0,IT,77600.0,4.0,No
Tyler Dominguez,30.0,IT,78300.0,7.0,
Martin Hall,27.0,IT,78700.0,4.0,No
Laura Thomas,37.0,Operations,57500.0,8.0,Yes
Nicole Chung,35.0,Finance,78400.0,5.0,No
Jeremy Wallace,26.0,Finance,60700.0,4.0,Yes
Jon Clark,57.0,HR,93800.0,28.0,Yes
Jennifer Bennett,36.0,Marketing,75000.0,11.0,Yes
Joshua Perry,52.0,Engineering,88500.0,10.0,Yes
Kevin Marshall,35.0,Engineering,79300.0,5.0,No
Amber Bennett,31.0,HR,62700.0,7.0,Yes
Richard Stevens,27.0,Customer Support,,3.0,No
Jasmin Hamilton,44.0,IT,97200.0,13.0,Yes
Timothy Hill,,Sales,81300.0,13.0,Yes
Erin Figueroa,50.0,IT,91400.0,14.0,Yes
Mr. Justin Green III,22.0,Sales,49200.0,1.0,No
Kathryn Mendez,42.0,IT,93400.0,16.0,Yes
Rose Kaiser,32.0,Sales,59000.0,7.0,Yes
Karen Johnson,35.0,Engineering,75500.0,6.0,Yes
Kristina Monroe,23.0,IT,68600.0,1.0,No
Amanda Sullivan MD,29.0,Engineering,78800.0,4.0,No
Bryan Gonzalez MD,41.0,IT,83800.0,7.0,No
Russell Bailey,28.0,HR,57600.0,4.0,No
Kim Arnold,26.0,Finance,61500.0,3.0,No
Kimberly Gutierrez,39.0,Engineering,98500.0,13.0,Yes
Rodney Duran,37.0,Sales,55600.0,,No
Annette Mcguire,40.0,Operations,65900.0,12.0,Yes
Rita Graves,,Marketing,73100.0,12.0,Yes
Penny Gomez MD,21.0,Finance,64700.0,0.0,No
John Anderson,29.0,Marketing,63900.0,4.0,No
Matthew Ramirez,33.0,Operations,54000.0,7.0,No
Maria Cook,29.0,Engineering,77200.0,5.0,No
Sarah Sanchez,28.0,Engineering,82600.0,5.0,No
Jesse Perez,26.0,IT,75800.0,4.0,No
Travis Harris,40.0,Sales,72000.0,14.0,Yes
Joshua Reed,23.0,Engineering,79700.0,1.0,No
Ashley Edwards,36.0,Finance,87400.0,10.0,Yes
Todd Reynolds,42.0,Sales,65200.0,8.0,Yes
Robert Brandt,31.0,IT,74100.0,5.0,Yes
Joseph Watson,45.0,Sales,66500.0,,Yes
Rhonda Pena,51.0,Customer Support,52900.0,9.0,Yes
Roger Weaver,43.0,IT,98700.0,15.0,Yes
Calvin Smith,31.0,Marketing,60800.0,8.0,Yes
Nicholas Calhoun,22.0,IT,60500.0,0.0,No
Seth Olsen,36.0,Operations,63600.0,12.0,Yes
Mrs. Tammy Curry,42.0,Operations,81900.0,14.0,Yes
Tom Perez,22.0,Engineering,71100.0,1.0,No
Scott Miranda,43.0,Operations,69600.0,15.0,Yes
Teresa Cohen,22.0,Engineering,70900.0,1.0,Yes
Ralph Dominguez,46.0,Finance,91200.0,14.0,Yes
Joshua Moran,26.0,Marketing,52500.0,2.0,Yes
Jerry Jensen,29.0,Finance,60100.0,4.0,No
Jamie Mayer,25.0,Operations,49000.0,2.0,No
Daniel Baker,30.0,Marketing,52000.0,5.0,Yes
Michael Henry,37.0,HR,57500.0,8.0,Yes
Taylor Acevedo,22.0,IT,67900.0,1.0,No
Greg Tanner,45.0,Engineering,86400.0,9.0,Yes
Andrew Moreno,23.0,IT,72800.0,1.0,No
Timothy Fletcher,39.0,IT,84300.0,12.0,Yes
Cindy Estrada,32.0,IT,77100.0,8.0,Yes
Brittany Heath,39.0,Sales,59900.0,9.0,Yes
Jennifer Hernandez,28.0,Customer Support,44200.0,6.0,Yes
Shannon Yu,37.0,Engineering,80700.0,10.0,Yes
Susan Snyder,33.0,Sales,72500.0,9.0,Yes
Joshua Reed,24.0,IT,57100.0,1.0,No
Michael Neal,45.0,Marketing,67000.0,12.0,No
Juan Moore,33.0,Finance,72400.0,9.0,Yes
Matthew Watson,34.0,Sales,72600.0,7.0,Yes
Katie Hardin,38.0,Operations,53100.0,9.0,Yes
Katie Brown,33.0,Engineering,83500.0,5.0,No
Victor Harmon,43.0,IT,73800.0,9.0,Yes
Jennifer Smith,26.0,IT,67600.0,3.0,No
April Wiley,38.0,IT,85300.0,7.0,Yes
Joshua Scott,27.0,Engineering,74600.0,4.0,No
Deborah Graves,52.0,IT,92500.0,11.0,Yes
Lance Kirby,42.0,,91800.0,13.0,Yes
Yolanda Chen,25.0,Sales,58800.0,1.0,No
Adam White,34.0,Marketing,77000.0,10.0,Yes
Mr. William Ward,43.0,IT,78500.0,10.0,No
Darren Reyes,41.0,Finance,79500.0,14.0,Yes
Aaron Shepard,36.0,Marketing,67300.0,6.0,Yes
Katherine Caldwell,38.0,HR,62300.0,11.0,Yes
Michelle King,21.0,Sales,44400.0,0.0,No
Gloria Mckinney,40.0,Engineering,92800.0,8.0,No
Pamela Weaver,50.0,,69600.0,13.0,Yes
Melissa Sparks,35.0,Engineering,91600.0,8.0,Yes
Craig Dean,41.0,Engineering,90400.0,7.0,Yes
Chad Hurley,22.0,IT,58500.0,0.0,No
Pamela Davis,42.0,Engineering,95800.0,14.0,Yes
Debra Smith,28.0,Engineering,72700.0,5.0,No
Kayla Williams,27.0,IT,82700.0,5.0,Yes
Heidi Graham,43.0,IT,82400.0,8.0,Yes
Samuel Bowman,41.0,Sales,75700.0,11.0,Yes
Troy Ward,22.0,Sales,58300.0,1.0,No
Keith Johnson,39.0,Finance,86400.0,14.0,
Ryan Cobb PhD,37.0,Finance,83200.0,12.0,Yes
Robert Miranda,44.0,Engineering,,15.0,Yes
Marie Patterson,23.0,Marketing,57000.0,1.0,No
Francisco Coleman,21.0,Sales,56400.0,0.0,No
Marcus Johnson,40.0,IT,75500.0,9.0,Yes
Barbara Burns,26.0,HR,,4.0,No
Sara Flores,33.0,Engineering,89500.0,8.0,Yes
Gary Gilbert,24.0,Engineering,80900.0,2.0,No
Stephanie Williams,54.0,Engineering,83200.0,14.0,Yes
Anna Henderson,22.0,Marketing,46500.0,1.0,Yes
Emily Potter,28.0,Marketing,64800.0,4.0,No
Jamie Love,39.0,Engineering,,11.0,Yes
Gregory Ochoa,29.0,Operations,57800.0,5.0,Yes
Dr. John Jenkins,36.0,IT,74100.0,6.0,Yes
Douglas Hampton,21.0,Finance,58700.0,0.0,No
Kimberly Carson,53.0,Operations,65000.0,11.0,Yes
Dr. Susan Navarro,43.0,Finance,,17.0,Yes
Daniel Jones III,37.0,Engineering,83800.0,8.0,No
Jennifer Gonzalez,21.0,Customer Support,51700.0,0.0,No
Jonathan Glover,25.0,Finance,65400.0,2.0,Yes
Cynthia Harrell,60.0,Marketing,89100.0,23.0,Yes
Renee Newton,47.0,Engineering,100900.0,13.0,Yes
Jackie Morgan,39.0,IT,67000.0,7.0,Yes
Cheryl Petersen,44.0,Operations,69800.0,17.0,Yes
Meagan Patterson,28.0,Marketing,52700.0,2.0,No
Mrs. Michele Boyd,,Engineering,84700.0,4.0,
Michelle Hobbs,21.0,Operations,55200.0,0.0,No
Michelle Richardson,32.0,IT,77800.0,7.0,Yes
Luke Alexander,33.0,Engineering,86600.0,7.0,No
Christina Olsen,47.0,Marketing,75000.0,16.0,Yes
Joseph Thomas,37.0,Sales,77900.0,13.0,Yes
Julie Martin,37.0,Sales,76700.0,11.0,Yes
Sarah Howell,41.0,Engineering,94600.0,15.0,Yes
David Romero,43.0,Finance,,9.0,Yes
Tina Ellis,36.0,Finance,78500.0,11.0,Yes
Isaiah Terry,37.0,Marketing,64300.0,13.0,Yes
Taylor Williams II,45.0,HR,72000.0,18.0,Yes
Jordan Carter,30.0,IT,74200.0,3.0,No
Anthony Humphrey,32.0,Finance,76500.0,5.0,No
Shannon Cook,34.0,Marketing,66200.0,8.0,Yes
Brittany Ballard,21.0,Customer Support,32500.0,0.0,No
Tyler Garcia,37.0,Customer Support,58400.0,10.0,Yes
Devon Roberts,37.0,Sales,54900.0,5.0,No
Laura Coleman,46.0,Operations,233700.0,13.0,Yes
Shawn Evans,38.0,Marketing,68700.0,13.0,Yes
Christopher Porter,38.0,HR,71000.0,13.0,Yes
Stephanie Hoffman,36.0,IT,90200.0,10.0,Yes
Bryan Harrison,35.0,Marketing,61900.0,6.0,No
Alyssa Guerra,36.0,Customer Support,53800.0,8.0,Yes
Frank Robinson,44.0,Marketing,66300.0,17.0,
Hunter Yang,29.0,Marketing,56600.0,4.0,Yes
Benjamin Jordan,37.0,Engineering,94100.0,13.0,Yes
Matthew Robinson,38.0,Operations,57700.0,7.0,Yes
Tammy Scott,28.0,IT,66400.0,5.0,No
Vanessa Davila,26.0,IT,63500.0,2.0,No
Kelly Weiss,37.0,Engineering,90800.0,10.0,Yes
Donald Reynolds,,Sales,56200.0,0.0,No
Joe Miranda,43.0,Operations,68500.0,12.0,Yes
Derrick Brown,29.0,Engineering,78200.0,5.0,Yes
Amanda Wiggins,33.0,Engineering,76900.0,6.0,Yes
Julie Rose,42.0,Operations,83800.0,17.0,Yes
Donald Fisher,29.0,Finance,68700.0,3.0,Yes
Elizabeth French,21.0,Sales,53600.0,0.0,No
Jennifer Williams,54.0,Finance,90600.0,17.0,Yes
Shawn Rodriguez,34.0,Sales,61500.0,7.0,No
Tom Duncan,53.0,Engineering,109500.0,20.0,Yes
Travis Guerrero,35.0,IT,73900.0,6.0,No
Sydney Smith,36.0,Engineering,76400.0,6.0,No
Leslie Moody,33.0,HR,60900.0,8.0,No
Tanner Mitchell DDS,28.0,Operations,55600.0,4.0,No
Angela Smith,32.0,Operations,64700.0,8.0,Yes
Troy Glenn,46.0,IT,79500.0,12.0,Yes
Joshua Washington,41.0,Sales,58200.0,8.0,Yes
Amanda Palmer,32.0,Sales,66300.0,7.0,Yes
Ronnie Powers,34.0,Finance,70200.0,5.0,Yes
Kevin Cunningham,34.0,Marketing,60700.0,7.0,Yes
Frank Franklin,22.0,Customer Support,38200.0,0.0,No
Mark Carter,38.0,Operations,59900.0,7.0,Yes
Dennis Jones,24.0,Customer Support,37000.0,1.0,No
Donna Bishop,41.0,Operations,66200.0,16.0,Yes
Carrie Coffey,28.0,Engineering,69600.0,3.0,Yes
Alexandra Dominguez,41.0,Marketing,78200.0,15.0,Yes
Rachel Little,25.0,Sales,52300.0,3.0,Yes
Brett Burns,45.0,Sales,72600.0,15.0,Yes
William Cox,34.0,HR,69600.0,9.0,Yes
Stephanie Barton,35.0,Sales,70400.0,10.0,Yes
Pedro Long,43.0,Sales,67300.0,17.0,Yes
Sara Goodman,32.0,Engineering,75900.0,5.0,No
Beth Hall,30.0,Finance,82300.0,8.0,Yes
Sherry Shannon,37.0,Engineering,98700.0,10.0,Yes
Shawna Palmer,35.0,Finance,66700.0,6.0,Yes
Ryan Davis,34.0,Engineering,70800.0,7.0,Yes
Julia Maldonado,33.0,IT,92500.0,8.0,Yes
Robert Gonzalez,40.0,Engineering,87300.0,7.0,Yes
Erin Ramirez,22.0,IT,69800.0,0.0,No
Paul Ross,45.0,Operations,79000.0,12.0,Yes
David Daniels,40.0,Finance,87300.0,16.0,Yes
Keith Rodriguez,47.0,,85600.0,22.0,Yes
Claire Hoffman,44.0,HR,77100.0,17.0,Yes
Kylie Bailey,32.0,Operations,64600.0,6.0,No
Matthew Barrett,27.0,Engineering,77400.0,3.0,No
Michael Haas,23.0,HR,39600.0,1.0,Yes
Antonio Mccormick,32.0,Customer Support,54500.0,6.0,Yes
Angela Gilmore,40.0,Sales,75300.0,14.0,Yes
Elizabeth Gay,21.0,Engineering,71000.0,0.0,No
Marissa Smith,48.0,Sales,73000.0,13.0,Yes
James Mclean,,Finance,72100.0,5.0,No
Elaine Herman,35.0,Sales,68200.0,8.0,No
Anthony Ward,35.0,IT,72100.0,7.0,Yes
Corey Thornton,38.0,Engineering,93300.0,13.0,Yes
Amber Kennedy,37.0,Engineering,95200.0,11.0,Yes
Dennis Guerra,25.0,HR,52100.0,2.0,No
Daniel Freeman,36.0,Operations,69500.0,12.0,Yes
Mr. Michael Williams,23.0,Sales,57400.0,1.0,Yes
Richard Bailey,27.0,IT,77000.0,3.0,No
Richard Dawson,,Engineering,79700.0,4.0,Yes
Teresa Jones,34.0,Operations,56400.0,4.0,No
Heidi Newton,43.0,IT,94400.0,19.0,Yes
Nicole Moore,38.0,Finance,83400.0,13.0,Yes
Charles Hensley,35.0,HR,54600.0,10.0,Yes
Brenda Schmidt,28.0,Sales,66000.0,5.0,No
David Fernandez,21.0,Finance,52600.0,0.0,No
Alejandro Nguyen,42.0,Marketing,72100.0,7.0,Yes
Jerry Haney,33.0,IT,,5.0,No
Jeremy Sampson,41.0,Engineering,95100.0,10.0,Yes
Deanna Edwards,39.0,Engineering,98200.0,14.0,Yes
Valerie Reyes,,Customer Support,52200.0,12.0,Yes
Alexander Floyd,48.0,Marketing,82400.0,17.0,Yes
Richard Young,39.0,Sales,62100.0,9.0,Yes
Teresa Aguirre,32.0,Sales,69600.0,9.0,Yes
Erica Smith,21.0,IT,73300.0,0.0,No
John Johnson,48.0,,75000.0,8.0,Yes
Kaylee Hays,45.0,IT,77300.0,,Yes
Holly Floyd,29.0,IT,66600.0,5.0,Yes
Janice Petty,32.0,Engineering,85200.0,9.0,Yes
Rebecca Olsen,48.0,Sales,79000.0,19.0,Yes
Monica Curtis,33.0,HR,52200.0,4.0,No
Brendan Kelly,35.0,Operations,55200.0,9.0,Yes
Ashley Waller,24.0,Sales,46800.0,1.0,No
Deborah Townsend,45.0,Finance,92700.0,15.0,Yes
Stephanie Lara,45.0,Engineering,113200.0,17.0,Yes
Matthew Berg,25.0,Customer Support,52200.0,3.0,No
Richard Adams,46.0,Customer Support,65000.0,9.0,Yes
Alicia Roth,26.0,IT,75400.0,4.0,Yes
Jason Beck,41.0,Operations,85700.0,15.0,Yes
Richard Brown,23.0,IT,61700.0,1.0,No
Chloe Parker,21.0,IT,53300.0,0.0,No
Jeffrey Wallace,21.0,Engineering,,0.0,No
Krista Davis,37.0,Marketing,74400.0,6.0,Yes
Steven Martin,39.0,Marketing,68500.0,7.0,Yes
Maria Sanford,25.0,Engineering,73800.0,3.0,No
Kevin Smith,33.0,HR,54900.0,8.0,No
Christopher Macdonald,47.0,Sales,79500.0,14.0,Yes
Robert Smith,50.0,Operations,69800.0,14.0,Yes
Mr. Bryan Mckinney,32.0,Finance,80900.0,8.0,No
Kevin Morrow,32.0,HR,69500.0,7.0,Yes
Tina Hall,28.0,IT,63600.0,3.0,No
Eric Mathis,30.0,IT,62600.0,7.0,No
Jason Jones,41.0,HR,76700.0,16.0,Yes
Stephanie Dominguez,32.0,HR,50600.0,9.0,Yes
Matthew Reynolds,31.0,Engineering,96300.0,7.0,Yes
George Williams,34.0,Engineering,91100.0,8.0,Yes
Gabriella Jones,47.0,,95000.0,14.0,Yes
Ashley Duran,27.0,Customer Support,52700.0,4.0,No
Michael Bell,45.0,Sales,65600.0,13.0,Yes
James Frank,36.0,Operations,48400.0,8.0,Yes
Zachary Ferrell,28.0,HR,54900.0,3.0,No
Eric Rodriguez,35.0,IT,82200.0,10.0,Yes
Nicole Norton,41.0,HR,69000.0,16.0,Yes
Marcus Blair,44.0,IT,77700.0,9.0,Yes
Alex Lambert,35.0,IT,87200.0,8.0,Yes
Courtney Foster,37.0,Engineering,84500.0,7.0,Yes
Brian Davis,58.0,Marketing,102300.0,25.0,Yes
Melissa Reeves,37.0,Sales,59000.0,7.0,Yes
Jeffery Davis,39.0,IT,86100.0,15.0,Yes
Curtis Taylor,35.0,Engineering,75800.0,6.0,No
Heather Payne,31.0,Engineering,80100.0,5.0,Yes
Joshua Jones,49.0,Customer Support,69700.0,16.0,Yes
Aaron Aguirre,39.0,Sales,69400.0,11.0,Yes
Alexander Gomez,26.0,Marketing,53700.0,2.0,No
Christian Park,32.0,Engineering,96600.0,9.0,Yes
Jennifer Lewis,40.0,HR,59100.0,6.0,No
Michael Miller,29.0,Sales,61500.0,2.0,No
Roger Bowman,46.0,Sales,63900.0,9.0,Yes
Sharon Snow,28.0,Operations,57500.0,3.0,No
Christopher Smith,21.0,Engineering,63600.0,0.0,No
Luke Freeman,26.0,Customer Support,34600.0,2.0,No
Annette Lewis,28.0,Operations,43400.0,4.0,Yes
Karen Hughes,33.0,Engineering,77300.0,4.0,Yes
Zachary Simpson,40.0,HR,55800.0,6.0,Yes
Joel Newton,42.0,Sales,51500.0,6.0,Yes
Angela Richards,30.0,Marketing,67500.0,5.0,Yes
Nicole Andrews,47.0,IT,103000.0,21.0,Yes
Darryl Richardson,38.0,Sales,72900.0,10.0,Yes
Michael Hill,44.0,IT,94900.0,19.0,Yes
Ryan Smith,28.0,Engineering,84600.0,5.0,Yes
Lee Mann,28.0,Engineering,83000.0,3.0,No
Cassandra Bonilla,37.0,HR,57500.0,9.0,Yes
Erica Wilson,26.0,Customer Support,47700.0,2.0,No
Kim Nelson,45.0,Customer Support,75700.0,19.0,Yes
Bradley Hansen,39.0,Operations,77400.0,15.0,Yes
Robert Smith,28.0,Operations,52100.0,5.0,No
Michael Rogers,,Sales,53300.0,5.0,No
Sharon Blake,22.0,Customer Support,46300.0,1.0,No
Eduardo Booth,34.0,Sales,67200.0,9.0,Yes
Steven Stone,,Engineering,91200.0,9.0,Yes
Gregory Russell,39.0,Sales,78100.0,13.0,Yes
Mathew Myers,21.0,Sales,44800.0,0.0,No
Jason Powell,,Sales,65200.0,5.0,No
Mr. Ryan Walker,31.0,Operations,60600.0,6.0,Yes
Michael Powell,44.0,IT,90700.0,,Yes
Chris Butler,30.0,IT,71500.0,4.0,No
Henry Taylor,25.0,Finance,,2.0,No
Judy Johnson,29.0,Finance,63100.0,3.0,No
Lori Gardner,39.0,Finance,79800.0,11.0,Yes
Joshua Lopez,38.0,,,8.0,No
John Hall,33.0,Engineering,78700.0,4.0,Yes
Leslie Diaz,21.0,Operations,37500.0,0.0,No
Sara Cain,29.0,Operations,62500.0,4.0,No
Lori Ingram,21.0,IT,73200.0,0.0,No
Hannah Martin,27.0,Marketing,52600.0,2.0,No
Lisa Jackson,27.0,Engineering,64800.0,3.0,No
Jimmy Ritter,55.0,Sales,87900.0,18.0,Yes
Candace Stuart,43.0,IT,89600.0,16.0,Yes
Wesley Jensen MD,30.0,Marketing,63500.0,7.0,Yes
Patrick Bush,33.0,Marketing,53700.0,5.0,No
Scott Greene,49.0,Marketing,85000.0,14.0,Yes
Amanda Hill,39.0,Marketing,73700.0,13.0,
Deborah Figueroa,37.0,Finance,78400.0,6.0,Yes
Shelly Horton,40.0,Sales,71500.0,15.0,Yes
Amy Ramirez,39.0,IT,77500.0,6.0,Yes
Gary Salazar,39.0,IT,67100.0,8.0,Yes
Richard Yoder,42.0,Operations,81100.0,,Yes
Suzanne Williams,44.0,Finance,92400.0,14.0,Yes
Sarah Meadows,32.0,Operations,63700.0,6.0,Yes
Carol Thomas,39.0,IT,88000.0,13.0,Yes
Amber Fernandez,23.0,Marketing,54500.0,2.0,Yes
Phillip Nelson,25.0,IT,61600.0,2.0,Yes
Kelly Lee,36.0,Operations,61100.0,9.0,Yes
Wayne Parker,35.0,Finance,62800.0,7.0,Yes
Susan Garcia,25.0,IT,80600.0,3.0,No
Miguel Smith,30.0,Marketing,54100.0,6.0,Yes
Patrick Norris,26.0,IT,,2.0,No
Lawrence Adkins,33.0,Operations,58900.0,8.0,Yes
Thomas Davis,30.0,Sales,63500.0,4.0,No
Jacqueline Kennedy,36.0,Engineering,93900.0,12.0,Yes
Theresa Wilkins,36.0,Marketing,67400.0,7.0,Yes
Deborah Small,58.0,Sales,107200.0,28.0,Yes
Amy Walsh,25.0,Finance,70100.0,3.0,No
Nicholas Chase,23.0,Sales,55000.0,1.0,No
Virginia Davis,40.0,Engineering,83000.0,7.0,No
Sheila Myers,48.0,HR,85000.0,21.0,Yes
Nicolas James,21.0,IT,64700.0,0.0,No
Lauren Wright,36.0,IT,75300.0,10.0,Yes
Stephanie Thompson,47.0,IT,86600.0,12.0,Yes
Elizabeth Cross,49.0,Customer Support,57900.0,15.0,Yes
Manuel Brock,23.0,IT,75000.0,1.0,No
Justin Davis,38.0,Marketing,63400.0,7.0,Yes
Alexandra Ho,40.0,HR,70500.0,14.0,Yes
Richard Long,47.0,Operations,70900.0,11.0,Yes
Steve Paul,37.0,Engineering,88200.0,9.0,Yes
Mark Woods,26.0,Sales,61400.0,2.0,Yes
Meredith Shaw,34.0,Sales,74200.0,11.0,Yes
Micheal Perkins,37.0,Marketing,75400.0,13.0,Yes
Chad Franklin,29.0,Customer Support,,3.0,No
David Wilson,35.0,Operations,76900.0,6.0,Yes
Gregory Wallace,51.0,IT,82500.0,10.0,Yes
Miranda Murray,43.0,IT,74900.0,7.0,No
Patricia Kim,21.0,Operations,47000.0,0.0,No
Christine Goodwin,37.0,Operations,63400.0,9.0,Yes
William Todd,41.0,Sales,66900.0,9.0,Yes
Crystal Rodriguez,30.0,Operations,67300.0,7.0,Yes
Tricia Bailey,,Engineering,96300.0,16.0,Yes
Megan Young,32.0,Finance,65500.0,4.0,No
Jason Davis,29.0,IT,64300.0,3.0,No
Robert Peck,29.0,Marketing,69400.0,5.0,Yes
Kimberly Norton,35.0,Finance,75600.0,5.0,Yes
Kevin Carney,36.0,Customer Support,58900.0,12.0,Yes
Javier Rogers,39.0,Engineering,79000.0,7.0,Yes
Heather Kim,30.0,HR,51300.0,4.0,Yes
Timothy Hayden,32.0,Engineering,76700.0,4.0,Yes
James Miller,23.0,Operations,44900.0,1.0,No
Anthony Garrison,21.0,Engineering,76000.0,0.0,No
Christina Moon,34.0,Operations,57300.0,5.0,No
Aaron Miller,30.0,IT,75600.0,6.0,Yes
Nicole Moore,32.0,Operations,55000.0,7.0,Yes
Malik Washington,32.0,Customer Support,41900.0,4.0,No
Amanda Nelson,32.0,,90300.0,8.0,Yes
James Grimes,27.0,,51200.0,4.0,No
Michael Fuentes,26.0,Engineering,74800.0,3.0,No
Kenneth Scott,27.0,Operations,42600.0,3.0,Yes
Kimberly White,38.0,Marketing,62700.0,10.0,Yes
Brent Hernandez,33.0,Sales,57200.0,5.0,No
Patrick Adkins,36.0,Finance,78700.0,,Yes
Sarah George,31.0,Marketing,67500.0,7.0,Yes
